id,source_rank,repository_owner,repository_name,issues_count,star_count,wiki,tag_name,class,score
73674,11,Jajcus,pyxmpp2,25,168,TRUE,cache-manifest,ND,177.3885961
78133,11,x1ddos,simpleauth,10,323,TRUE,personal-hotspot,ND,333.8885961
83487,12,globocom,tornado-es,6,89,TRUE,nao-robot,ND,101.2885961
56438,11,logpy,logpy,11,343,TRUE,ad-hoc-distribution,ND,353.7885961
79423,13,RDFLib,sparqlwrapper,10,102,TRUE,paraview,Package,114.8885961
69163,11,dropbox,pygerduty,3,101,FALSE,petapoco,Package,111.7
34305,7,Kapiche,caterpillar,32,5,TRUE,sql-server-2008-r2,ND,9.688596145
67095,12,beetbox,pyacoustid,4,93,TRUE,galaxy-tab,ND,105.4885961
81237,8,andrewkshim,surveymonty,0,8,TRUE,tokbox,Package,16.88859615
46440,7,kwarunek,file2py,0,0,TRUE,nsnotificationcenter,ND,7.888596145
44655,9,kennknowles,python-either,0,6,TRUE,commonjs,Package,15.88859615
34052,8,teddychoi,BynamoDB,0,27,TRUE,uitabbar,ND,35.88859615
36000,8,xflr6,current,0,2,TRUE,arbitrary-precision,Package,10.88859615
67868,6,rwl,PyCIM,1,22,TRUE,bitcoin,Package,28.78859615
88217,17,Lawouach,WebSocket-for-Python,31,794,FALSE,bacon.js,Package,807.9
71100,11,fedora-python,pyp2rpm,16,45,TRUE,tftp,Package,55.28859615
78144,11,simpleai-team,simpleai,16,716,TRUE,github-pages,Package,726.2885961
50224,6,rtwall,gunny,0,0,TRUE,mailx,Package,6.888596145
49759,7,codemaniac,graphgit,0,5,TRUE,system.reactive,ND,12.88859615
78592,6,timvieira,skid,0,5,TRUE,dust.js,Package,11.88859615
74800,8,UncleRus,regnupg,0,2,TRUE,getaddrinfo,ND,10.88859615
32700,7,d555,python-atxt,2,1,TRUE,drawrect,ND,8.688596145
85081,16,regebro,tzlocal,2,58,TRUE,octopus-deploy,Package,74.68859615
72734,10,wishtack,pysynthetic,0,9,TRUE,smooth-streaming,ND,19.88859615
62176,10,okfn,ofs,10,29,FALSE,hlist,Package,38
54804,11,carpedm20,korail2,0,53,TRUE,accountmanager,Package,64.88859615
69559,14,dropbox,PyHive,14,398,TRUE,revision-history,Package,411.4885961
59523,7,quad,moxie,0,2,FALSE,ondraw,ND,9
83495,7,multoncore,tornadokick,0,0,TRUE,opencmis,ND,7.888596145
78782,6,duedil-ltd,python-sloq,0,3,TRUE,google-client,Package,9.888596145
84694,10,liquidgecka,twitcher,0,26,TRUE,e4,ND,36.88859615
35343,8,fiebiga,compysition,0,0,TRUE,sharepoint-2010,ND,8.888596145
33720,19,boto,boto3,191,2132,FALSE,git-fetch,Package,2131.9
34884,14,epsy,clize,6,334,FALSE,precompile,Feature,347.4
74443,8,drscream,rblwatch,0,3,TRUE,navigationservice,Package,11.88859615
63316,9,Starlink,palpy,2,1,TRUE,cxfrs,ND,10.68859615
75876,10,dbrgn,RPLCD,7,110,TRUE,devforce,ND,120.1885961
31901,11,housleyjk,aiopyramid,2,62,TRUE,http-redirect,Package,73.68859615
79250,11,solvebio,solvebio-python,8,14,TRUE,ibm-connections,ND,25.08859615
84138,13,trigger,trigger,76,380,TRUE,windows-store-apps,ND,386.2885961
71346,14,mozillazg,python-pinyin,14,591,TRUE,form-authentication,ND,604.4885961
107802,3,silverstripe-themes,silverstripe-simple-blog,3,1,TRUE,symfony-2.6,ND,4.588596145
116281,9,xrowgmbh,xrowmobilemenu,0,0,TRUE,spring-oauth2,ND,9.888596145
120509,3,poor-a,erlang-ffi,1,42,TRUE,geckodriver,Package,45.78859615
121056,4,gtk2hs,gtk-mac-integration,1,2,TRUE,php-telegram-bot,ND,6.788596145
122269,6,edofic,koofr-api-hs,0,2,TRUE,realm-mobile-platform,ND,8.888596145
122697,6,thoughtpolice,hs-microtimer,0,1,TRUE,discord,Package,7.888596145
123735,6,mrVanDalo,reheat,0,2,TRUE,aws-cognito,ND,8.888596145
118475,6,kwrooijen,LazyVault,0,0,TRUE,bottom-sheet,ND,6.888596145
120186,8,ajtulloch,deeplearning-hs,3,42,TRUE,twilio-api,Package,50.58859615
121960,10,UweSchmidt,hxt,14,83,TRUE,angular2-aot,ND,92.48859615
123856,7,mmirman,rpc-framework,1,14,TRUE,react-router-v4,Package,21.78859615
119633,6,domdere,cassava-conduit,0,3,TRUE,angular2-router,Package,9.888596145
118067,8,Daniel-Diaz,Clipboard,0,3,TRUE,cakephp-3.2,ND,11.88859615
118426,8,mmirman,ImperativeHaskell,0,67,TRUE,vue-router,Package,75.88859615
118716,12,koalaman,shellcheck,251,7774,TRUE,mod,Package,7761.788596
120312,8,haskell-distributed,distributed-process-task,1,1,TRUE,pyomo,Package,9.788596145
27444,13,egison,egison,19,382,TRUE,dynamic-proxy,Package,393.9885961
123889,9,acid-state,safecopy,11,27,TRUE,.net-standard,Feature,35.78859615
123158,9,vincenthz,hs-packer,3,11,TRUE,asp.net-core-1.1,ND,20.58859615
122773,9,simonmar,monad-par,16,90,TRUE,elasticsearch-5,ND,98.28859615
119864,12,snoyberg,conduit,14,406,TRUE,firebase-storage,Feature,417.4885961
27106,7,vgeddes,bbdb-vcard,0,1,FALSE,sqlperformance,ND,8
27279,8,josteink,csharp-mode,10,62,TRUE,backpropagation,ND,69.88859615
27184,8,ataka,chatwork,0,5,TRUE,collatz,Package,13.88859615
28755,2,kyanagi,scratch-ext-el,0,13,TRUE,preload,Package,15.88859615
28775,2,caisah,seti-theme,0,26,TRUE,enterprise-architect,ND,28.88859615
27801,9,yveszoundi,grails-projectile-mode,0,4,FALSE,drag,Package,13
27348,6,DamienCassou,dired-imenu,0,6,FALSE,function-overloading,ND,12
29128,5,grammati,windsize,0,4,TRUE,pyscripter,ND,9.888596145
28058,2,emacs-jp,japanese-holidays,0,11,TRUE,jquery-ui-sortable,Package,13.88859615
27576,9,bling,evil-visualstar,2,40,TRUE,jaxb2,ND,49.68859615
27971,10,nflath,hungry-delete,2,37,TRUE,zeromq,Package,47.68859615
28012,5,syohex,emacs-import-popwin,0,1,TRUE,subscribe,Package,6.888596145
27114,2,emacs-jp,bf-mode,0,4,TRUE,logical-operators,ND,6.888596145
27748,8,syohex,emacs-git-messenger,1,88,TRUE,memo,Package,96.78859615
28087,9,jsx,jsx-mode.el,9,64,TRUE,nmap,Package,72.98859615
27701,1,liangzan,frame-tag.el,1,5,TRUE,sysinternals,Package,6.788596145
29123,5,rolandwalker,window-end-visible,0,2,TRUE,colorbox,Package,7.888596145
29090,3,cmpitg,wand,3,33,TRUE,chi-squared,Package,36.58859615
27810,8,grizzl,grizzl,12,161,TRUE,undefined-behavior,ND,168.6885961
27200,10,jorgenschaefer,circe,68,178,TRUE,sharethis,Package,182.0885961
29143,9,bnbeckwith,writegood-mode,3,233,TRUE,submenu,ND,242.5885961
29074,9,porterjamesj,virtualenvwrapper.el,3,126,TRUE,conditional-comments,ND,135.5885961
28649,4,greghendershott,racket-mode,27,268,TRUE,uilabel,ND,270.1885961
27010,12,proofit404,anaconda-mode,17,359,TRUE,polymorphic-associations,ND,370.1885961
2827,7,MobiconSoft,angular-file-upload-mobicon,0,0,TRUE,background,Package,7.888596145
6040,9,brodkinca,BCA-CSS-Flag-Sprite,0,3,TRUE,packet-capture,ND,12.88859615
5001,4,danielditgens,assemble-handlebars,0,0,TRUE,cognos,ND,4.888596145
2561,1,grabbou,angular-crop,2,5,TRUE,portfolio,Feature,6.688596145
3898,4,hbmartin,angular-rest-api-browser,0,5,TRUE,bots,Package,9.888596145
18621,9,minhongrails,ng-scrollbars,0,1,TRUE,operator-precedence,ND,10.88859615
2138,7,salimkayabasi,anglicize,0,0,TRUE,entity-relationship,Feature,7.888596145
3314,8,kmsheng,angular-ks-stereo,0,13,TRUE,sql-injection,Package,21.88859615
14856,7,sparksm,jquery-scroll-intention,0,3,TRUE,adt,Package,10.88859615
43592,6,bupy7,yii2-flexslider,1,4,FALSE,spring-el,ND,9.9
15431,3,edouardkombo,jsHtml5VideoRecorder,0,11,TRUE,ioexception,ND,14.88859615
17814,6,fluse,mote-css,0,0,TRUE,envelope,Package,6.888596145
126475,7,SomeoneWeird,abn-validator,0,2,TRUE,android-room,Feature,9.888596145
8225,7,tomasbasham,conical,0,1,TRUE,row-number,ND,8.888596145
12262,8,jlsalmon,handsontable-select2-editor,0,0,TRUE,dbi,Package,8.888596145
16640,8,psalaets,localforage-find,0,2,TRUE,progress-db,ND,10.88859615
17509,8,lowesoftware,mobileangularui-checkbox,0,1,TRUE,phone-number,Package,9.888596145
3482,7,lowesoftware,mobileangularui-checkbox,0,1,TRUE,prism,Package,8.888596145
4069,5,screeneasy,angular-simplewebrtc,0,1,TRUE,jms,Package,6.888596145
11481,8,edi9999,gant-planning,0,4,TRUE,function-calls,ND,12.88859615
13268,9,sindresorhus,is-epub,0,6,FALSE,modx,Package,15
13064,3,kessiler,instagram-card,0,8,TRUE,mjpeg,Package,11.88859615
4980,6,flowersinthesand,bower-atmosphere,0,0,TRUE,nokia,Package,6.888596145
18151,7,mdreizin,angular-analytics,0,0,TRUE,amazon-ebs,ND,7.888596145
5425,7,akre54,backbone-d3,0,2,TRUE,lcd,Package,9.888596145
5937,2,aheinze,base-ui,0,2,TRUE,mesh,Package,4.888596145
6426,8,shinnn,block-comment.js,0,0,TRUE,jsse,Package,8.888596145
6484,7,i3-hackathon,bmw-js,0,3,TRUE,dd,Package,10.88859615
8335,5,gomoob,cordova.mocks,0,4,TRUE,package-managers,Package,9.888596145
9689,6,ChennyBaBy,bower-richmarker,0,1,TRUE,irrlicht,Package,7.888596145
9261,3,beldar,display-rss,0,5,TRUE,file-conversion,ND,8.888596145
13990,7,LeResKP,jquery.contenteditablesync,0,2,TRUE,sslstream,ND,9.888596145
20774,7,just-paja,pwf-input-autocompleter,0,0,TRUE,file-storage,Package,7.888596145
20768,9,just-paja,pwf-form,0,0,TRUE,maxscript,Language,9.888596145
7449,6,popham,capnp-js-amd,0,1,TRUE,heredoc,Package,7.888596145
11517,2,gamebenchjake,gbSideBar,0,0,TRUE,read-write,ND,2.888596145
14892,7,friedolinfoerder,jquery.selectorpath,0,0,TRUE,cookbook,Package,7.888596145
23227,7,jasonpecor,spacejs,0,0,TRUE,function-parameter,ND,7.888596145
24421,6,thinkerit,cache.control.mock.js,0,0,TRUE,word-boundary,ND,6.888596145
25676,9,Versal,versal-gadget-api,1,1,TRUE,ognl,Package,10.78859615
22544,7,andrezimpel,jquery-srcset,0,1,TRUE,linked-tables,ND,8.888596145
4842,7,anthony2727,angularjs-match-directive,0,2,TRUE,ninject,Package,9.888596145
16628,2,whatever,loading-dot-dot-dot,0,1,TRUE,chained,Package,3.888596145
16957,8,le0pard,backbone.marionette-gem,0,0,TRUE,access-vba,ND,8.888596145
4587,8,kitak,angular-zengin-code,0,0,TRUE,mapreduce,Package,8.888596145
126163,2,mallowigi,ng-switch-when-expr,0,1,TRUE,ngrx-store,Package,3.888596145
126261,2,saksmt,twbs-angular-messages,0,0,TRUE,atom-feed,Feature,2.888596145
1757,7,fpinzn,aassert,0,0,TRUE,abstract-class,Feature,7.888596145
2104,7,amplience,amplience-app-bridge-angular,0,2,TRUE,finder,Package,9.888596145
3035,7,garbles,angular-gs-rails-api-factory,0,0,TRUE,alpha,Package,7.888596145
6188,7,chemerisuk,better-popover-plugin,0,1,TRUE,tint,Package,8.888596145
9477,2,SanchitFanClub,dragtable,0,0,TRUE,overhead,Package,2.888596145
9914,8,slindberg,ember-console-helpers,0,4,TRUE,digits,Package,12.88859615
11787,8,kashiro,GlobalJS,0,0,TRUE,report-designer,Feature,8.888596145
95438,8,featdd,jQuery.heightEqualizer,0,0,FALSE,facebook-unity-sdk,ND,8
14786,5,wobblecode,jquery-rate,0,1,TRUE,.net-framework-version,ND,6.888596145
15482,7,bbrewer97202,jsmediamatch,0,0,TRUE,mousewheel,Package,7.888596145
95519,7,MikeMengell,bower-jasmine-standalone,0,0,TRUE,android-homebutton,Feature,7.888596145
20074,2,plumpjs,input-count,0,0,TRUE,wcf-client,ND,2.888596145
20558,7,developit,puredom-taginput,0,0,TRUE,newtons-method,ND,7.888596145
25844,5,colmer,vk_openapi,0,0,TRUE,windows-scripting,ND,5.888596145
9293,2,jedjones-uk,djax,0,0,TRUE,var-dump,Package,2.888596145
2994,7,luiselizondo,angular-google-maps-places,0,0,TRUE,devexpress,ND,7.888596145
3186,6,norami,angular-jquery-wrapper,0,1,TRUE,smalltalk,Language,7.888596145
16168,7,azt3k,labelizr,0,0,TRUE,delimiter,Package,7.888596145
8023,8,colin1124x,xopen,0,0,TRUE,urlencode,Package,8.888596145
16306,4,nikgavalas,leaflet-dist-dev,0,0,TRUE,netstream,Package,4.888596145
11982,5,santup,jquery-ui-game,0,0,TRUE,dataformat,Feature,5.888596145
17692,6,wmluke,moment-angular-date-format-parser,0,0,TRUE,effect,Package,6.888596145
17942,7,jclem,mutating-array,0,0,TRUE,delphi-prism,ND,7.888596145
18223,2,marmelab,ng-channel,0,1,TRUE,post-redirect-get,ND,3.888596145
1880,7,h2non,adppend,0,1,TRUE,trunk,Package,8.888596145
1963,7,synapticism,ajaxinate-wp,0,1,TRUE,valgrind,Package,8.888596145
2244,7,randith,angular-apm,0,0,TRUE,uri,Package,7.888596145
1138,7,evertton,cookiejs,0,0,FALSE,myeclipse,Package,7
2469,8,xmlking,angular-charts,0,0,FALSE,formal-verification,Feature,8
13384,7,itayher,itaytest,0,0,TRUE,method-overloading,ND,7.888596145
4395,7,anypossiblew,ui-map,0,0,TRUE,anonymous,Package,7.888596145
5564,7,makesites,backbone-markdown,0,1,TRUE,dataflow,Package,8.888596145
6775,7,wangshijun,bootstrap-popover-picker,0,0,TRUE,myfaces,Package,7.888596145
7382,8,tejacques,bower-callr,0,0,TRUE,execute,Package,8.888596145
10340,8,cascademedia,eventlib,0,0,TRUE,listen,Package,8.888596145
7600,2,WebComponentsBook,chapter-7_shamen,0,0,TRUE,ply,Package,2.888596145
8255,5,construct-components,grounded,0,0,TRUE,hbm,Package,5.888596145
8313,1,coolriver,cool-dialog,0,0,TRUE,linked-server,ND,1.888596145
8987,2,iolo,debug-browser,0,2,TRUE,out,Package,4.888596145
9903,8,gone,ember-cli-ladda-shim,0,0,TRUE,html-form,Package,8.888596145
10527,6,fahad19,angular-gantt,0,1,FALSE,stylesheet,Package,7
10776,8,curatorAL,fine-uploader,0,0,TRUE,division,Package,8.888596145
11075,2,nebrius,flvx,0,1,TRUE,logback,Package,3.888596145
11051,8,massaroni,fluent-iterators,0,3,TRUE,hdl,Package,11.88859615
11354,7,rjz,frumpy,0,1,TRUE,pmd,Package,8.888596145
11391,2,arieljake,funcbits,0,0,TRUE,dbconnection,Package,2.888596145
11470,1,axlwaii,GameloopJS,0,3,TRUE,presentation,Package,4.888596145
11644,8,brettz9,getJSON,0,2,TRUE,j,Language,10.88859615
12266,2,miguelmota,handyman,0,0,TRUE,variant,Feature,2.888596145
12705,6,qiyuan-wang,hxValidator,0,0,TRUE,translate,Package,6.888596145
13371,2,miguelmota,is-valid-pin,0,0,TRUE,controllers,Package,2.888596145
15326,2,tindl88,jrespond,0,0,TRUE,nested-class,ND,2.888596145
15493,2,antiqe,jsmpeg,0,0,TRUE,fragment,Package,2.888596145
19312,5,gintsgints,opening_hours,0,0,TRUE,selectonemenu,ND,5.888596145
19695,9,devTristan,pbf,0,1,TRUE,bus,Package,10.88859615
20853,2,jevgenig,qm8t,0,0,TRUE,smtplib,ND,2.888596145
22289,7,acdaniel,sector,0,1,TRUE,bibliography,Package,8.888596145
23504,3,chuyik,pjax,0,0,TRUE,binaryformatter,Package,3.888596145
23553,9,charosez,StickyTableHeaders,0,0,TRUE,application-design,ND,9.888596145
10881,2,Elerium,flati,0,0,TRUE,itext,Package,2.888596145
20846,2,Kiikurage,Qi,0,0,TRUE,bitarray,Package,2.888596145
102721,2,pingpong-labs,hello,0,2,TRUE,scrapy-spider,ND,4.888596145
2888,7,BillLudwig,angular-for,0,0,FALSE,tcp,Feature,7
3122,6,hovitya,angular-imx-colorpicker,0,0,TRUE,master-pages,ND,6.888596145
6981,5,angular-macgyver,bower-macgyver-table,0,0,TRUE,object,Package,5.888596145
16774,7,simonfan,lowercase-backbone,0,0,TRUE,ireport,ND,7.888596145
18433,1,adamhaeger,angular-infinimenu,0,1,TRUE,expression-evaluation,ND,2.888596145
18867,3,bsspirit,nodejs-bower,0,0,TRUE,ussd,Package,3.888596145
2198,8,appdotnet,angular-adn,0,14,TRUE,netstat,Package,22.88859615
5119,2,luisivan,att-speech,0,0,TRUE,pip,Package,2.888596145
5709,2,adjohnson916,backbone.stickit.form,0,2,TRUE,chroot,Package,4.888596145
6077,8,unscriptable,beck,0,5,TRUE,mtom,ND,13.88859615
5921,6,zensh,baseco,0,0,TRUE,protected,Package,6.888596145
6378,7,geometryzen,bladejs,0,1,TRUE,tapi,Package,8.888596145
6022,6,simonfan,bb-model-view,0,0,TRUE,crop,Package,6.888596145
8071,2,miguelmota,columnimate,0,0,TRUE,filesize,Package,2.888596145
8257,7,Chrisui,Constructr,0,3,TRUE,stream,Package,10.88859615
9313,5,zhanzhenzhen,doc-html,0,0,TRUE,line-breaks,ND,5.888596145
10378,2,bleuebuzz,everycss-parser,0,0,TRUE,xmltextreader,ND,2.888596145
10440,4,morankenn,extjs-bowerpackage,0,0,TRUE,citations,ND,4.888596145
10515,8,richardbutler,facets,0,4,TRUE,partial-specialization,ND,12.88859615
12565,9,tagCincy,jquery-hoverIntent,0,0,TRUE,keyboard-layout,Package,9.888596145
13515,0,XBMRepo,JavaBeatRepo,0,0,TRUE,hang,Package,0.888596145
11056,8,snrbrnjna,fluid-masonry,0,0,TRUE,file-locking,ND,8.888596145
51348,2,cti,scheduler,0,0,TRUE,double-checked-locking,ND,2.888596145
15247,2,scastiel,jquery-validate-bootstrap,0,0,TRUE,tab-delimited,ND,2.888596145
14768,6,simonfan,jquery-pump,0,0,TRUE,xbuild,Package,6.888596145
15124,6,Stonelinks,jquery.togglebutton,0,0,TRUE,unsafe-pointers,ND,6.888596145
16655,6,willfarrell,keyStorage.js,0,2,TRUE,declare,Package,8.888596145
20014,6,levity,placeholders-jquery,0,0,TRUE,new-operator,Package,6.888596145
20226,3,PepijnSenders,popcorn-complete,0,0,TRUE,ecma262,Package,3.888596145
21616,9,antmanler,toastr,0,0,TRUE,xml-validation,ND,9.888596145
22748,8,cobbdb,simple-promise,0,0,TRUE,nscoding,ND,8.888596145
19949,3,jmmerino,pixastic,0,1,TRUE,has-one,ND,4.888596145
26784,5,ZerosDevs,zeros-js,0,0,TRUE,ack,Package,5.888596145
22151,8,wangshijun,screenfull.js,0,0,FALSE,3ds,Package,8
92006,2,linchpinstudios,yii2-datetimepicker,0,0,TRUE,android-volley,Feature,2.888596145
97515,6,mppfiles,mpProjectPlugin,0,0,TRUE,sklabelnode,ND,6.888596145
17617,8,gburghardt,module-menu,0,0,TRUE,cosine,Package,8.888596145
17783,2,m0ppers,mop-include,0,1,TRUE,menuitem,Package,3.888596145
18636,1,JoshuaNovak919,ng-selectize-jn919,0,0,TRUE,idataerrorinfo,ND,1.888596145
18177,5,DiUS,ngBack,0,0,TRUE,ftpwebrequest,ND,5.888596145
7027,6,davearata,bower-thrift,0,2,TRUE,spring-mvc,ND,8.888596145
8196,8,gburghardt,promise,0,0,TRUE,gas,Package,8.888596145
8248,2,jonschlinkert,consolidate-scripts,0,1,TRUE,strict,Package,3.888596145
8651,7,jsedlacek,curl-ember-handlebars,0,0,TRUE,simulated-annealing,Package,7.888596145
9341,0,xgzx123,dojoExtension,0,0,TRUE,windows-live,ND,0.888596145
9830,8,gburghardt,element_store,0,0,TRUE,stringbuffer,Package,8.888596145
11776,2,whatever,Glimpse,0,0,TRUE,static-assert,Feature,2.888596145
12645,5,jtuxin,HTMLXElement,0,0,TRUE,ps,Package,5.888596145
12224,2,gastrodia,handlebars-bisheng,0,0,TRUE,pickle,Package,2.888596145
13834,1,panayi,jquery-async,0,0,TRUE,dynamic-linq,ND,1.888596145
13707,3,cablecarjoyce,joyce-t5,0,0,TRUE,factorial,Package,3.888596145
13710,9,raywalker-it,jPanelMenu-raywalker,0,0,TRUE,mocha,Package,9.888596145
14244,8,ybygjy,jquery,0,0,TRUE,screen-readers,ND,8.888596145
14550,5,fh-bower-packages,jquery.migrate,0,0,TRUE,foreground,Package,5.888596145
23896,6,webfactory,svg-fallback,0,0,TRUE,fancybox,Package,6.888596145
25688,6,grantmiiller,verso,0,0,TRUE,wordnet,Package,6.888596145
12269,6,osteel,happening-planner,0,0,TRUE,jsch,Package,6.888596145
5133,7,jtomaszewski,AudioRecorder,0,0,TRUE,breakpoints,Package,7.888596145
16538,8,teambition,lingo,0,0,TRUE,onfocus,ND,8.888596145
38368,6,ajbdev,requirejs,0,2,TRUE,code-smell,ND,8.888596145
7430,2,rafinskipg,canvace,0,0,TRUE,hashmap,Package,2.888596145
